week_date,Sales,Promotion_Flag,Discount,Quantity,Year,Week_of_Year,Month,Quarter,week_sin,week_cos,lag_1,lag_2,lag_4,lag_12,roll_mean_4,roll_mean_12
2011-06-27,6394.615262405147,0.3571428571428571,0.0727380952380952,73,2011,26,6,2,-3.216245299353273e-16,-1.0,10169.65667322831,5595.402747215442,8761.926430823161,246.4905812025736,7102.894353718659,4379.575506012868
2011-07-04,3976.4796048102944,0.5909090909090909,0.172,57,2011,27,7,3,-0.1205366802553228,-0.992708874098054,6394.615262405147,10169.65667322831,6251.902732025736,1093.9951624051473,6534.038571914798,4619.782542879963
2011-07-11,5655.307204810295,0.5272108843537414,0.1151428571428571,88,2011,28,7,3,-0.2393156642875574,-0.970941817426052,3976.4796048102944,6394.615262405147,5595.402747215442,1265.712,6549.014686313511,4985.582143280822
2011-07-18,5609.562588418015,0.4102564102564102,0.1095128205128205,99,2011,29,7,3,-0.3546048870425356,-0.9350162426854148,5655.307204810295,3976.4796048102944,10169.65667322831,2186.202081202573,5408.991165110938,5270.862185548775
2011-07-25,6570.284288418015,0.5,0.1020128205128205,91,2011,30,7,3,-0.464723172043768,-0.8854560256532101,5609.562588418015,5655.307204810295,6394.615262405147,1653.9624812025736,5452.908421614155,5680.555669483395
2011-08-01,6659.494968418016,0.2726190476190476,0.0613928571428571,115,2011,31,8,3,-0.5680647467311556,-0.8229838658936566,6570.284288418015,5609.562588418015,3976.4796048102944,1818.9273024051472,6123.662262516085,6083.9363083178005
2011-08-08,10005.895899241175,0.3229166666666667,0.0728124999999999,194,2011,32,8,3,-0.663122658240795,-0.7485107481711013,6659.494968418016,6570.284288418015,5655.307204810295,2728.6633872154416,7211.309436123805,6690.372350986613
2011-08-15,7466.300506012868,0.3066666666666666,0.0435666666666666,109,2011,33,8,3,-0.7485107481711011,-0.6631226582407952,10005.895899241175,6659.494968418016,5609.562588418015,4633.939812025736,7675.493915522518,6926.4024088188735
2011-08-22,9057.484188418017,0.4270833333333333,0.1016875,149,2011,34,8,3,-0.8229838658936564,-0.5680647467311559,7466.300506012868,10005.895899241175,6570.284288418015,8761.926430823161,8297.293890522518,6951.0322219517775
2011-08-29,5866.0294260128685,0.4939393939393939,0.1309393939393939,100,2011,35,8,3,-0.8854560256532096,-0.4647231720437691,9057.484188418017,7466.300506012868,6659.494968418016,6251.902732025736,8098.927504921232,6918.876113117372
