week_date,Sales,Promotion_Flag,Discount,Quantity,Year,Week_of_Year,Month,Quarter,week_sin,week_cos,lag_1,lag_2,lag_4,lag_12,roll_mean_4,roll_mean_12
2011-06-20,10766.462162405147,0.30761904761904757,0.08203809523809524,370,2011,25,6,2,0.12053668025532308,-0.992708874098054,8156.196081202574,10840.641943607721,5165.189762405147,1019.0035812025737,9395.114337405148,6123.172948871385
2011-06-27,7003.401462405147,0.42366946778711484,0.10203781512605042,327,2011,26,6,2,-3.216245299353273e-16,-1.0,10766.462162405147,8156.196081202574,7817.157162405148,3654.515162405147,9191.675412405148,6402.246807204719
2011-07-04,4838.681762405147,0.3448275862068966,0.09925287356321838,227,2011,27,7,3,-0.12053668025532283,-0.992708874098054,7003.401462405147,10766.462162405147,10840.641943607721,2351.0060000000003,7691.185367104504,6609.553120738481
2011-07-11,5067.634181202574,0.3267857142857143,0.10035714285714285,268,2011,28,7,3,-0.23931566428755743,-0.9709418174260521,4838.681762405147,7003.401462405147,8156.196081202574,4668.008581202574,6919.044892104504,6642.855254071813
2011-07-18,6499.967081202574,0.31057347670250895,0.09523297491039427,261,2011,29,7,3,-0.3546048870425356,-0.9350162426854148,5067.634181202574,4838.681762405147,10766.462162405147,3980.4565812025735,5852.42112180386,6852.8144624051465
2011-07-25,6167.246524810294,0.32407407407407407,0.09241666666666666,244,2011,30,7,3,-0.46472317204376806,-0.8854560256532101,6499.967081202574,5067.634181202574,7003.401462405147,5409.62,5643.382387405148,6915.950006139338
2011-08-01,10623.891662405147,0.25741971207087483,0.0640033222591362,427,2011,31,8,3,-0.5680647467311556,-0.8229838658936566,6167.246524810294,6499.967081202574,4838.681762405147,5014.965424810294,7089.684862405147,7383.360525938909
2011-08-08,8470.839162405147,0.14012345679012345,0.02734567901234568,343,2011,32,8,3,-0.663122658240795,-0.7485107481711013,10623.891662405147,6167.246524810294,5067.634181202574,5653.856524810294,7940.48610770579,7618.109079071813
2011-08-15,10671.82234360772,0.3561529933481153,0.1002439024390244,371,2011,33,8,3,-0.7485107481711011,-0.6631226582407952,8470.839162405147,10623.891662405147,6499.967081202574,5165.189762405147,8983.449923307078,8076.995127505362
2011-08-22,7494.029543607721,0.32661498708010334,0.10109819121447026,403,2011,34,8,3,-0.8229838658936564,-0.5680647467311559,10671.82234360772,8470.839162405147,6167.246524810294,7817.157162405148,9315.145678006433,8050.06782593891
2011-08-29,10929.063406012869,0.2091742252456538,0.06960922146636432,420,2011,35,8,3,-0.8854560256532096,-0.4647231720437691,7494.029543607721,10671.82234360772,10623.891662405147,10840.641943607721,9391.438613908365,8057.436281139339
2011-09-05,12676.945968418015,0.2781323877068558,0.071903073286052,530,2011,36,9,3,-0.9350162426854147,-0.3546048870425359,10929.063406012869,7494.029543607721,8470.839162405147,8156.196081202574,10442.96531541158,8434.165438407292
2011-09-12,14406.287506012868,0.3097402597402597,0.09215097402597404,568,2011,37,9,3,-0.970941817426052,-0.23931566428755774,12676.945968418015,10929.063406012869,10671.82234360772,10766.462162405147,11376.581606012867,8737.484217041268
2011-09-19,12416.363868418015,0.26785714285714285,0.0509002976190476,518,2011,38,9,3,-0.992708874098054,-0.12053668025532357,14406.287506012868,12676.945968418015,7494.029543607721,7003.401462405147,12607.165187215442,9188.56441754234
2011-09-26,15550.452168418016,0.2912572934312065,0.07305373611895351,579,2011,39,9,3,-1.0,-1.8369701987210297e-16,12416.363868418015,14406.287506012868,10929.063406012869,4838.681762405147,13762.512377816727,10081.211951376747
2011-10-03,8475.047081202574,0.33076923076923076,0.08054273504273504,365,2011,40,10,4,-0.992708874098054,0.1205366802553232,15550.452168418016,12416.363868418015,12676.945968418015,5067.634181202574,12712.037656012868,10365.163026376747
2011-10-10,11814.700268418015,0.26992266992266994,0.07530016280016279,455,2011,41,10,4,-0.9709418174260521,0.23931566428755738,8475.047081202574,15550.452168418016,14406.287506012868,6499.967081202574,12064.140846614155,10808.057458644702
2011-10-17,9837.68864360772,0.4296052631578947,0.09676754385964911,390,2011,42,10,4,-0.9350162426854148,0.35460488704253557,11814.700268418015,8475.047081202574,12416.363868418015,6167.246524810294,11419.472040411581,11113.927635211154
2011-10-24,5663.815962405148,0.30468509984639014,0.08359447004608295,259,2011,43,10,4,-0.8854560256532101,0.464723172043768,9837.68864360772,11814.700268418015,15550.452168418016,10623.891662405147,8947.812988908365,10700.587993544486
2011-10-31,15819.772812025736,0.3048315814620162,0.10361124382863511,622,2011,44,10,4,-0.822983865893657,0.5680647467311548,5663.815962405148,9837.68864360772,8475.047081202574,8470.839162405147,10783.994421614156,11312.999131012868
2011-11-07,12584.763030823162,0.1927380952380952,0.047711904761904754,548,2011,45,11,4,-0.7485107481711011,0.6631226582407952,15819.772812025736,5663.815962405148,11814.700268418015,10671.82234360772,10976.510112215441,11472.41085494749
2011-11-14,10223.314887215442,0.23032109734237394,0.0851928922141688,452,2011,46,11,4,-0.6631226582407955,0.7485107481711007,12584.763030823162,15819.772812025736,9837.68864360772,7494.029543607721,11072.916673117372,11699.851300248132
2011-11-21,11855.465855633458,0.29392419175027873,0.07935367892976589,541,2011,47,11,4,-0.5680647467311559,0.8229838658936564,10223.314887215442,12584.763030823162,5663.815962405148,10929.063406012869,12620.82914642445,11777.051504383182
2011-11-28,12485.676643607721,0.33579124579124575,0.097016835016835,589,2011,48,11,4,-0.4647231720437684,0.88545602565321,11855.465855633458,10223.314887215442,15819.772812025736,12676.945968418015,11787.305104319945,11761.112393982323
2011-12-05,12152.767624810294,0.34335738335738336,0.08392809042809042,568,2011,49,12,4,-0.35460488704253595,0.9350162426854147,12485.676643607721,11855.465855633458,12584.763030823162,14406.287506012868,11679.306252816728,11573.319070548774
2011-12-12,13064.551112025736,0.31579743008314437,0.09252343159486016,498,2011,50,12,4,-0.2393156642875578,0.970941817426052,12152.767624810294,12485.676643607721,10223.314887215442,12416.363868418015,12389.615309019302,11627.334674182754
2011-12-19,15922.366649620588,0.27621243490808706,0.08814976629650541,665,2011,51,12,4,-0.12053668025532363,0.992708874098054,13064.551112025736,12152.767624810294,11855.465855633458,15550.452168418016,13406.340507516086,11658.327547616298
2011-12-26,14953.392749620589,0.2673145448655653,0.05554227405247812,584,2011,52,12,4,6.432490598706546e-16,1.0,15922.366649620588,13064.551112025736,12485.676643607721,8475.047081202574,14023.269534019302,12198.189686651136
2012-01-02,10613.434768418016,0.2411111111111111,0.05986296296296296,417,2012,1,1,1,0.12053668025532305,0.992708874098054,14953.392749620589,15922.366649620588,12152.767624810294,11814.700268418015,13638.436319921233,12098.0842283178
2012-01-09,5908.026824810294,0.30208333333333337,0.09629166666666666,254,2012,2,1,1,0.23931566428755774,0.970941817426052,10613.434768418016,14953.392749620589,13064.551112025736,9837.68864360772,11849.305248117373,11770.612410084681
